Accession.trimmed,Gene.Symbol
Q6ZVZ8,ASB18
Q9Y576,ASB1
Q96Q27,ASB2
Q9Y575,ASB3
Q9Y574,ASB4
Q8WWX0,ASB5
Q9NWX5,ASB6
Q9H672,ASB7
Q9H765,ASB8
Q96DX5,ASB9
Q8N9N2,ASCC1
Q9H1I8,ASCC2
Q8N3C0,ASCC3
P50553,ASCL1
Q99929,ASCL2
Q9NQ33,ASCL3
Q6XD76,ASCL4
Q7RTU5,ASCL5
Q9ULZ3,ASC
Q9Y294,ASF1A
Q9NVP2,ASF1B
Q7L266,ASGL1
P07306,ASGR1
P07307,ASGR2
Q9NR48,ASH1L
Q9UBL3,ASH2L
Q9BVC5,ASHWN
P78348,ASIC1
Q16515,ASIC2
Q9UHC3,ASIC3
Q96FT7,ASIC4
Q9NY37,ASIC5
P42127,ASIP
Q92484,ASM3A
Q92485,ASM3B
O95671,ASML
P46597,ASMT
P17405,ASM
O43681,ASNA
Q9NWL6,ASND1
P08243,ASNS
Q9BZE9,ASPC1
A6ND91,ASPD
P20933,ASPG
Q5U4P2,ASPH1
Q6ICH7,ASPH2
Q12797,ASPH
Q8IZT6,ASPM
Q9BXN1,ASPN
Q96KQ4,ASPP1
Q13625,ASPP2
P26436,ASPX
P00966,ASSY
Q2TB18,ASTE1
Q9Y284,ASTER
Q6HA08,ASTL
O14525,ASTN1
O75129,ASTN2
L0R819,ASURF
Q8IXJ9,ASXL1
Q76L83,ASXL2
Q9C0F0,ASXL3
Q8WWH4,ASZ1
O60312,AT10A
O94823,AT10B
Q9P241,AT10D
P98196,AT11A
Q9Y2G3,AT11B
Q8NB49,AT11C
P54707,AT12A
Q9HD20,AT131
Q9NQ11,AT132
Q9H7F0,AT133
Q4VNC1,AT134
Q4VNC0,AT135
P05023,AT1A1
P50993,AT1A2
P13637,AT1A3
Q13733,AT1A4
P05026,AT1B1
P14415,AT1B2
P54709,AT1B3
Q9UN42,AT1B4
O14983,AT2A1
P16615,AT2A2
Q93084,AT2A3
P20020,AT2B1
Q01814,AT2B2
Q16720,AT2B3
P23634,AT2B4
P98194,AT2C1
O75185,AT2C2
Q8TBG4,AT2L1
Q8IUZ5,AT2L2
Q5VTU8,AT5EL
P24539,AT5F1
P05496,AT5G1
Q06055,AT5G2
P48201,AT5G3
Q7Z4Y8,AT5L2
Q9ULK2,AT7L1
Q5T6C5,AT7L2
Q14CW9,AT7L3
Q9Y2Q0,AT8A1
Q9NTI2,AT8A2
O43520,AT8B1
P98198,AT8B2
O60423,AT8B3
Q8TF62,AT8B4
P0DMR3,AT8OS
Q8NBU5,ATAD1
Q6PL18,ATAD2
Q96QE3,ATAD5
Q5TC04,ATAS1
Q5SQI0,ATAT
Q86WG3,ATCAY
Q9ULI0,ATD2B
Q9NVI7,ATD3A
Q5T9A4,ATD3B
Q5T2N8,ATD3C
O95260,ATE1
P18846,ATF1
P15336,ATF2
P18847,ATF3
P18848,ATF4
Q9Y2D1,ATF5
P18850,ATF6A
Q99941,ATF6B
P17544,ATF7
Q9H0Y0,ATG10
O94817,ATG12
O75143,ATG13
Q2TAZ0,ATG2A
Q96BY7,ATG2B
Q9NT62,ATG3
Q8WYN0,ATG4A
Q9Y4P1,ATG4B
Q96DT6,ATG4C
Q86TL0,ATG4D
Q9H1Y0,ATG5
O95352,ATG7
Q7Z3C6,ATG9A
Q674R7,ATG9B
Q9BSB4,ATGA1
Q9UII2,ATIF1
Q8N6G6,ATL1
Q86TH1,ATL2
P82987,ATL3
Q6UY14,ATL4
Q6ZMM2,ATL5
Q8WXF7,ATLA1
Q8NHH9,ATLA2
Q6DD88,ATLA3
O43313,ATMIN
Q13315,ATM
P54259,ATN1
P54710,ATNG
Q92858,ATOH1
Q8N100,ATOH7
Q96SQ7,ATOH8
O00244,ATOX1
Q9Y6H3,ATP23
P20648,ATP4A
P51164,ATP4B
P56381,ATP5E
O75947,ATP5H
P56385,ATP5I
P18859,ATP5J
O75964,ATP5L
Q99766,ATP5S
P00846,ATP6
Q04656,ATP7A
P35670,ATP7B
P03928,ATP8
O75110,ATP9A
O43861,ATP9B
P25705,ATPA
P06576,ATPB
P30049,ATPD
Q5TC12,ATPF1
Q8N5M1,ATPF2
P36542,ATPG
P56134,ATPK
P48047,ATPO
Q6ZP68,ATPUN
Q6RW13,ATRAP
Q8WXE1,ATRIP
Q5VV63,ATRN1
O75882,ATRN
P46100,ATRX
Q13535,ATR
Q9H324,ATS10
P58397,ATS12
Q76LX8,ATS13
Q8WXS8,ATS14
Q8TE58,ATS15
Q8TE57,ATS16
Q8TE56,ATS17
Q8TE60,ATS18
Q8TE59,ATS19
Q9UHI8,ATS1
P59510,ATS20
O95450,ATS2
O15072,ATS3
O75173,ATS4
Q9UNA0,ATS5
Q9UKP5,ATS6
Q9UKP4,ATS7
Q9UP79,ATS8
Q9P2N4,ATS9
P17735,ATTY
Q9UBB4,ATX10
P0C7T5,ATX1L
P54253,ATX1
Q8WWM7,ATX2L
Q99700,ATX2
Q9H3M9,ATX3L
P54252,ATX3
O15265,ATX7
Q156A1,ATX8
Q9H1Z8,AUGN
Q13825,AUHM
Q9H7T9,AUNIP
Q9Y679,AUP1
O14965,AURKA
Q96GD4,AURKB
Q9UQB9,AURKC
Q8WXX7,AUTS2
O75061,AUXI
Q9NQS1,AVEN
O75366,AVIL
Q8NBF6,AVL9
Q5T686,AVPI1
P27037,AVR2A
Q13705,AVR2B
Q58HT5,AWAT1
Q6E213,AWAT2
Q3ZCQ2,AX2R
A6NMY6,AXA2L
Q5VT79,AXA81
Q5T1B0,AXDN1
O15169,AXIN1
Q9Y2T1,AXIN2
Q9H6S1,AZI2
O14977,AZIN1
Q96A70,AZIN2
Q07817,B2CL1
Q92843,B2CL2
Q9HD36,B2L10
O43521,B2L11
Q9HB09,B2L12
Q9BXK5,B2L13
Q9BZR8,B2L14
Q5TBC7,B2L15
Q16548,B2LA1
P61769,B2MG
P04920,B3A2
P48751,B3A3
Q96Q91,B3A4
P59052,B3AS1
P02730,B3AT
Q9P2W7,B3GA1
Q9NPZ5,B3GA2
O94766,B3GA3
O75752,B3GL1
Q8NCR0,B3GL2
Q6Y288,B3GLT
Q9NY97,B3GN2
Q9Y2A9,B3GN3
Q9C0J1,B3GN4
Q9BYG0,B3GN5
Q6ZMB0,B3GN6
Q8NFL0,B3GN7
Q7Z7M8,B3GN8
Q6UX72,B3GN9
Q67FW5,B3GNL
Q9Y5Z6,B3GT1
O43825,B3GT2
O96024,B3GT4
Q9Y2C3,B3GT5
Q96L58,B3GT6
O43505,B4GA1
Q00973,B4GN1
Q8NHY0,B4GN2
Q6L9W6,B4GN3
Q76KP1,B4GN4
P15291,B4GT1
O60909,B4GT2
O60512,B4GT3
O60513,B4GT4
O43286,B4GT5
Q9UBX8,B4GT6
Q9UBV7,B4GT7
Q9UPM9,B9D1
Q9BPU9,B9D2
Q8WXS3,BAALC
P0C853,BAAS2
Q14032,BAAT
Q9NWV8,BABA1
Q9NXR7,BABA2
Q8WZ19,BACD1
Q13829,BACD2
Q9H3F6,BACD3
P56817,BACE1
Q9Y5Z0,BACE2
O14867,BACH1
Q9BYV9,BACH2
Q6ZUV0,BACHL
O00154,BACH
Q92934,BAD
Q9H503,BAFL
O75531,BAF
Q99933,BAG1
O95816,BAG2
O95817,BAG3
O95429,BAG4
Q9UL15,BAG5
P46379,BAG6
Q13072,BAGE1
Q86Y30,BAGE2
Q86Y29,BAGE3
Q86Y28,BAGE4
Q86Y27,BAGE5
Q9P281,BAHC1
Q8TBE0,BAHD1
Q9UQB8,BAIP2
O94812,BAIP3
Q6ZNE5,BAKOR
Q16611,BAK
Q13145,BAMBI
Q8NDB2,BANK1
Q8N9N5,BANP
Q8IXM2,BAP18
Q92560,BAP1
Q9UHQ4,BAP29
P51572,BAP31
Q99728,BARD1
Q9BZE3,BARH1
Q9NY43,BARH2
Q9HBU1,BARX1
Q9UMQ3,BARX2
P35613,BASI
P80723,BASP1
P82251,BAT1
Q8N1L9,BATF2
Q9NR55,BATF3
Q16520,BATF
Q07812,BAX
Q9NRL2,BAZ1A
Q9UIG0,BAZ1B
Q9UIF9,BAZ2A
Q9UIF8,BAZ2B
Q96PG8,BBC3B
Q9BXH1,BBC3
A8MTZ0,BBIP1
Q8ND07,BBOF1
Q8TAM1,BBS10
Q6ZW61,BBS12
Q8NFJ9,BBS1
Q9BXC9,BBS2
Q96RK4,BBS4
Q8N3I7,BBS5
Q8IWZ6,BBS7
Q8WY36,BBX
Q9H165,BC11A
Q9C0K0,BC11B
P50895,BCAM
Q6ZUJ8,BCAP
P56945,BCAR1
O75815,BCAR3
O75363,BCAS1
Q9H6U6,BCAS3
Q8TDM0,BCAS4
P54687,BCAT1
O15382,BCAT2
Q9P287,BCCIP
Q9NWK9,BCD1
Q9HAY6,BCDO1
Q9BYV7,BCDO2
O60756,BCE1
O14874,BCKD
O95999,BCL10
P10415,BCL2
P20749,BCL3
Q8N143,BCL6B
P41182,BCL6
Q4VC05,BCL7A
Q9BQE9,BCL7B
Q8WUZ0,BCL7C
P0C6P0,BCL8
Q86UU0,BCL9L
O00512,BCL9
A2AJT9,BCLA3
Q9NYF8,BCLF1
Q8N888,BCOR2
Q5H9F3,BCORL
Q6W2J9,BCOR
P11274,BCR
Q9Y276,BCS1
Q8NFC6,BD1L1
Q8IYS8,BD1L2
Q9BUT1,BDH2
Q02338,BDH
P23560,BDNF
A6H8Y1,BDP1
Q3B7T3,BEAN1
Q14457,BECN1
A8MW95,BECN2
Q9BUH8,BEGIN
Q8NDZ0,BEND2
Q5T5X7,BEND3
Q6ZU67,BEND4
Q7L4P6,BEND5
Q5SZJ8,BEND6
Q8N7W2,BEND7
O76090,BEST1
Q8NFU1,BEST2
Q8N1M1,BEST3
Q8NFU0,BEST4
Q9NYM9,BET1L
O15155,BET1
Q9HBH7,BEX1
Q9BXY8,BEX2
Q00994,BEX3
Q9NWD9,BEX4
Q5H9J7,BEX5
Q9NZS9,BFAR
Q12934,BFSP1
Q13515,BFSP2
P16278,BGAL
P16442,BGAT
Q15582,BGH3
Q6ZT62,BGIN
P08236,BGLR
Q6P575,BGP11
Q7RTU4,BHA09
Q7RTS1,BHA15
Q8NFJ8,BHE22
Q8NDY6,BHE23
O14503,BHE40
Q9C0J9,BHE41
Q6PI77,BHLH9
C9JSJ3,BHMG1
Q93088,BHMT1
Q9H2M3,BHMT2
P55061,BI1
Q9UHR4,BI2L1
Q6UXY1,BI2L2
Q9H694,BICC1
Q96G01,BICD1
Q8TD16,BICD2
Q6ZP65,BICL1
A1A5D9,BICL2
Q9NZM4,BICRA
Q6AI39,BICRL
P55957,BID
P53004,BIEA
Q9Y6D6,BIG1
Q9Y6D5,BIG2
Q5TH69,BIG3
Q13323,BIK
O00499,BIN1
Q9UBW5,BIN2
Q9NQY0,BIN3
P11021,BIP
Q13075,BIRC1
Q13490,BIRC2
Q13489,BIRC3
O15392,BIRC5
Q9NR09,BIRC6
Q96CA5,BIRC7
Q96P09,BIRC8
Q86UB2,BIVM
P46663,BKRB1
P30411,BKRB2
P78537,BL1S1
Q6QNY1,BL1S2
Q6QNY0,BL1S3
Q9NUP1,BL1S4
Q8TDH9,BL1S5
Q9UL45,BL1S6
A4D250,BLACE
P62952,BLCAP
Q8IZY5,BLID
P51451,BLK
Q13867,BLMH
A8MY62,BLML
P54132,BLM
Q8WV28,BLNK
P30043,BLVRB
Q5H9B9,BM2KL
O00327,BMAL1
Q8WYA1,BMAL2
Q96LC9,BMF
P35226,BMI1
O95393,BMP10
O95972,BMP15
P13497,BMP1
Q9NSY1,BMP2K
P12643,BMP2
P12645,BMP3
P12644,BMP4
P22003,BMP5
P22004,BMP6
P18075,BMP7
Q7Z5Y6,BMP8A
P34820,BMP8B
Q8N8U9,BMPER
Q13873,BMPR2
P36894,BMR1A
O00238,BMR1B
Q14692,BMS1
P51813,BMX
Q7Z5W3,BN3D2
Q01954,BNC1
Q6ZN30,BNC2
O60238,BNI3L
Q12982,BNIP2
Q12983,BNIP3
Q7Z465,BNIPL
Q9BWV1,BOC
Q96IK1,BOD1
O75936,BODG
Q9UMX3,BOK
Q9Y3E2,BOLA1
Q9H3K6,BOLA2
Q53S33,BOLA3
Q8N9W6,BOLL
Q14137,BOP1
Q7L3V2,BOP
Q6PGQ7,BORA
Q969J3,BORC5
Q96GS4,BORC6
Q96B45,BORC7
Q96FH0,BORC8
Q53HL2,BOREA
O14613,BORG1
Q9UKI2,BORG2
Q6NZY7,BORG3
Q9H3Q1,BORG4
Q00587,BORG5
Q9GZL8,BPEC1
Q86WA6,BPHL
Q9NP55,BPIA1
Q96DR5,BPIA2
Q9BQP9,BPIA3
Q8TDL5,BPIB1
Q8N4F0,BPIB2
P59826,BPIB3
P59827,BPIB4
Q8NFQ5,BPIB6
Q8NFQ6,BPIFC
P17213,BPI
P50747,BPL1
O95861,BPNT1
Q12830,BPTF
O15178,BRAC
P15056,BRAF
Q7Z569,BRAP
P59051,BRAS2
Q6PJG6,BRAT1
P38398,BRCA1
P51587,BRCA2
P46736,BRCC3
O95696,BRD1
P25440,BRD2
Q15059,BRD3
O60885,BRD4
Q9NPI1,BRD7
Q9H0E9,BRD8
Q9H8M2,BRD9
A0A1B0GUI7,BRDOS
Q58F21,BRDT
Q5VTR2,BRE1A
O75150,BRE1B
Q9HAW0,BRF2
Q8WY22,BRI3B
O95415,BRI3
Q6PL45,BRID5
Q8WUW1,BRK1
Q5PSV4,BRM1L
Q9HCU9,BRMS1
O60477,BRNP1
Q9C0B6,BRNP2
Q76B58,BRNP3
Q96NH3,BROMI
Q5VW32,BROX
P55201,BRPF1
Q9ULD4,BRPF3
P32247,BRS3
Q8TDC3,BRSK1
Q8IWQ3,BRSK2
Q9NSI6,BRWD1
Q6RI45,BRWD3
Q8TDN6,BRX1
Q96G97,BSCL2
Q9NW68,BSDC1
Q3C1V8,BSH
Q8WZ55,BSND
Q9UPA5,BSN
Q075Z2,BSPH1
Q5W0U4,BSPRY
Q9GZN4,BSSP4
Q10588,BST1
Q10589,BST2
Q13410,BT1A1
Q7KYR7,BT2A1
Q8WVV5,BT2A2
Q96KV6,BT2A3
O00481,BT3A1
P78410,BT3A2
O00478,BT3A3
Q96K17,BT3L4
O14981,BTAF1
Q9H0C5,BTBD1
Q9BX70,BTBD2
Q9Y2F9,BTBD3
Q96KE9,BTBD6
Q9P203,BTBD7
Q5XKL5,BTBD8
Q96Q07,BTBD9
Q9BSF8,BTBDA
A6QL63,BTBDB
Q32M84,BTBDG
A6NE02,BTBDH
B2RXH4,BTBDI
C9JJ37,BTBDJ
P35070,BTC
P43251,BTD
P20290,BTF3
P62324,BTG1
P78543,BTG2
Q14201,BTG3
Q9NY30,BTG4
Q06187,BTK
Q7Z6A9,BTLA
Q9UIR0,BTNL2
Q6UXE8,BTNL3
Q6UX41,BTNL8
Q6UXG8,BTNL9
A8MVZ5,BTNLA
O60566,BUB1B
O43683,BUB1
O43684,BUB3
Q9BRD0,BUD13
O43709,BUD23
P41223,BUD31
Q9UBR1,BUP1
Q5T3Y7,BVAS1
Q8N1D0,BWR1B
O95971,BY55
Q13895,BYST
Q7L1Q6,BZW1
Q9Y6E2,BZW2
Q96A19,C102A
Q68D86,C102B
Q99622,C10
P15538,C11B1
P19099,C11B2
A2RUR9,C144A
Q3MJ40,C144B
Q8IYA2,C144C
Q6NUI1,C144L
Q86VB7,C163A
Q9NR16,C163B
Q6UWJ8,C16L2
Q9Y4F5,C170B
Q96L14,C170L
Q69YN2,C19L1
Q2TBE0,C19L2
Q8N1F1,C1AS1
P0DN25,C1C1L
Q13901,C1D
Q96EU7,C1GLC
Q9NS00,C1GLT
P02745,C1QA
Q07021,C1QBP
P02746,C1QB
P02747,C1QC
Q7Z5L3,C1QL2
Q5VWW1,C1QL3
Q86Z23,C1QL4
Q9NPY3,C1QR1
O75973,C1QRF
Q9BXJ1,C1QT1
Q9BXJ5,C1QT2
Q9BXJ4,C1QT3
Q9BXJ3,C1QT4
Q9BXJ0,C1QT5
Q9BXI9,C1QT6
Q9BXJ2,C1QT7
P60827,C1QT8
Q9NZP8,C1RL
P00736,C1R
P09871,C1S
P0C862,C1T9A
B2RNN3,C1T9B
P11586,C1TC
Q6UB35,C1TM
Q4G0S4,C27C1
Q96MC4,C295L
Q96HQ2,C2AIL
O14523,C2C2L
Q8NCU7,C2C4A
A6NLJ0,C2C4B
Q8TF44,C2C4C
Q9Y426,C2CD2
Q4AC94,C2CD3
Q86YS7,C2CD5
Q53TS8,C2CD6
Q6P1N0,C2D1A
Q5T0F9,C2D1B
Q9P2K1,C2D2A
Q6DHV5,C2D2B
B7Z1M9,C2D4D
Q6ZSU1,C2G1P
P33076,C2TA
Q16581,C3AR
Q6ZMU1,C3P1
Q9NRR8,C42S1
Q9NRR3,C42S2
Q9Y5P4,C43BP
P04003,C4BPA
P20851,C4BPB
Q9H0H9,C4F30
Q99643,C560
Q8N8Q1,C56D1
O14569,C56D2
P21730,C5AR1
Q9P296,C5AR2
Q9UKL3,C8AP2
Q8TCZ2,C99L2
Q9H246,CA021
Q9BWL3,CA043
Q9BV19,CA050
Q8N6N3,CA052
Q5VUE5,CA053
Q8WWF1,CA054
Q96LT6,CA074
Q8N0U7,CA087
Q6P1W5,CA094
Q9BRT7,CA097
Q5SVJ3,CA100
O95561,CA105
Q9NX04,CA109
Q9NSG2,CA112
Q9H7X2,CA115
Q6ZSJ8,CA122
Q9NWV4,CA123
Q8N9H9,CA127
Q8NDD1,CA131
Q5TEV5,CA134
Q5JT78,CA137
Q5VVS0,CA140
Q5JVX7,CA141
Q5VVC0,CA146
Q96MC9,CA147
Q3SY05,CA157
Q8N1D5,CA158
Q96HA4,CA159
Q8NEQ5,CA162
Q5SNV9,CA167
Q8IYL3,CA174
Q8NAE3,CA180
Q5T7R7,CA185
Q5VU69,CA189
Q5T5A4,CA194
Q5TG92,CA195
B1AJZ1,CA196
Q9H425,CA198
Q5SR53,CA200
Q8IVY1,CA210
Q8N6G1,CA211
Q8NC38,CA213
Q8TAB5,CA216
Q5T0J3,CA220
A1L170,CA226
Q6ZS94,CA229
A0A0U1RR37,CA232
P54289,CA2D1
Q9NY47,CA2D2
Q8IZS8,CA2D3
Q7Z3S7,CA2D4
Q8WTZ4,CA5BL
Q9H8G2,CAAP1
Q8N1I8,CAAS1
Q9Y376,CAB39
Q9BRK5,CAB45
Q9Y6J0,CABIN
Q8TDN4,CABL1
Q9BTV7,CABL2
Q9NZU7,CABP1
Q9NPB3,CABP2
P57796,CABP4
Q9NP86,CABP5
Q86V35,CABP7
Q9BXU9,CABP8
Q96KC9,CABS1
O75952,CABYR
O00555,CAC1A
Q00975,CAC1B
Q13936,CAC1C
Q01668,CAC1D
Q15878,CAC1E
O60840,CAC1F
O43497,CAC1G
O95180,CAC1H
Q9P0X4,CAC1I
Q13698,CAC1S
Q02641,CACB1
Q08289,CACB2
P54284,CACB3
O00305,CACB4
Q86Y37,CACL1
Q9P1Z2,CACO1
Q13137,CACO2
P43155,CACP
Q9Y6N8,CAD10
P55287,CAD11
P55289,CAD12
P55290,CAD13
P55291,CAD15
O75309,CAD16
Q12864,CAD17
Q13634,CAD18
Q9H159,CAD19
Q9HBT6,CAD20
Q9UJ99,CAD22
Q9H251,CAD23
Q86UP0,CAD24
Q8IXH8,CAD26
P12830,CADH1
P19022,CADH2
P22223,CADH3
P55283,CADH4
P33151,CADH5
P55285,CADH6
Q9ULB5,CADH7
P55286,CADH8
Q9ULB4,CADH9
Q9BY67,CADM1
Q8N3J6,CADM2
Q8N126,CADM3
Q8NFZ8,CADM4
Q5T440,CAF17
Q13111,CAF1A
Q13112,CAF1B
Q8TC20,CAGE1
Q9NS85,CAH10
O75493,CAH11
O43570,CAH12
Q8N1Q1,CAH13
Q9ULX7,CAH14
P00915,CAH1
P00918,CAH2
P07451,CAH3
P22748,CAH4
P35218,CAH5A
Q9Y2D0,CAH5B
P23280,CAH6
P43166,CAH7
P35219,CAH8
Q16790,CAH9
Q5VU97,CAHD1
Q8IU99,CAHM1
Q9HA72,CAHM2
Q86XJ0,CAHM3
Q5JW98,CAHM4
Q8N5C1,CAHM5
Q5R3K3,CAHM6
P05937,CALB1
P22676,CALB2
P06881,CALCA
P10092,CALCB
P30988,CALCR
P01258,CALC
Q05682,CALD1
Q13939,CALI
P27482,CALL3
Q96GE6,CALL4
Q9NZT1,CALL5
Q8TD86,CALL6
P0DP23,CALM1
P0DP24,CALM2
P0DP25,CALM3
Q96L12,CALR3
Q16602,CALRL
P27797,CALR
O43852,CALU
P27824,CALX
Q9NYX4,CALY
Q8NCB2,CAMKV
P49069,CAMLG
Q5T5Y3,CAMP1
Q08AD1,CAMP2
Q9P1Y5,CAMP3
P49913,CAMP
Q9HC96,CAN10
Q9UMQ6,CAN11
Q6ZSI9,CAN12
Q6MZZ7,CAN13
A8MX76,CAN14
O75808,CAN15
P07384,CAN1
P17655,CAN2
P20807,CAN3
O15484,CAN5
Q9Y6Q1,CAN6
Q9Y6W3,CAN7
A6NHC0,CAN8
O14815,CAN9
P63098,CANB1
Q96LZ3,CANB2
Q86VP6,CAND1
O75155,CAND2
Q8WVQ1,CANT1
Q01518,CAP1
P40123,CAP2
P20160,CAP7
P40121,CAPG
O75052,CAPON
Q14444,CAPR1
Q6IMN6,CAPR2
Q9ULU8,CAPS1
Q86UW7,CAPS2
Q8WWF8,CAPSL
P47756,CAPZB
Q9BWT7,CAR10
Q9BXL7,CAR11
Q9BXL6,CAR14
Q5EG05,CAR16
Q5XLA6,CAR17
P57730,CAR18
Q96LW7,CAR19
Q9BX69,CARD6
Q9Y2G2,CARD8
Q9H257,CARD9
Q9NXV6,CARF
Q5VZK9,CARL1
Q6F5E8,CARL2
Q8ND23,CARL3
Q86X55,CARM1
Q8N4J0,CARME
Q8N187,CARTF
Q16568,CART
P47710,CASA1
P05814,CASB
Q6TDU7,CASC1
Q8IU53,CASC2
O15234,CASC3
Q6P4E1,CASC4
Q96PB1,CASD1
P07498,CASK
Q14511,CASL
P29466,CASP1
P42575,CASP2
P42574,CASP3
P49662,CASP4
P51878,CASP5
P55212,CASP6
P55210,CASP7
Q14790,CASP8
P55211,CASP9
Q92851,CASPA
Q6UXS9,CASPC
P31944,CASPE
Q13948,CASP
P31415,CASQ1
O14958,CASQ2
P41180,CASR
Q9NQ75,CASS4
Q8WTX7,CAST1
A6NHX0,CAST2
Q8NAP1,CAST3
Q86V15,CASZ1
P04040,CATA
P07858,CATB
P53634,CATC
P07339,CATD
P14091,CATE
Q9UBX1,CATF
P08311,CATG
P09668,CATH
Q8WUQ7,CATIN
Q7Z7H3,CATIP
P43235,CATK
P07711,CATL1
O60911,CATL2
Q5NE16,CATL3
P43234,CATO
Q13166,CATR1
P25774,CATS
P56202,CATW
Q9UBR2,CATZ
Q03135,CAV1
P51636,CAV2
P56539,CAV3
Q6NZI2,CAVN1
O95810,CAVN2
Q969G5,CAVN3
Q5BKX8,CAVN4
Q13938,CAYP1
Q9BXY5,CAYP2
P52907,CAZA1
P47755,CAZA2
Q96KX2,CAZA3
Q8WU43,CB015
Q68DN1,CB016
Q9NWW7,CB042
Q6ZSB3,CB046
Q96LS8,CB048
Q96LR7,CB050
Q8N535,CB052
Q08AI8,CB054
Q6UXQ4,CB066
Q2NKX9,CB068
Q8N8R5,CB069
A6NJV1,CB070
A6NCS6,CB072
Q8N5S3,CB073
A8MZ97,CB074
Q3KRA6,CB076
A6NCI8,CB078
Q0P641,CB080
A6NN90,CB081
Q53S99,CB083
Q6ZV80,CB091
A0A1B0GVN3,CB092
P0DPF5,CB27A
P0DPF6,CB27B
Q9H9S4,CB39L
Q6P9G0,CB5D1
Q8N350,CBARP
Q8IVU9,CBCO1
P08185,CBG
Q13191,CBLB
Q9ULV8,CBLC
Q8N7E2,CBLL2
P23435,CBLN1
Q8IUK8,CBLN2
Q6UW01,CBLN3
Q9NTU7,CBLN4
P22681,CBL
P15085,CBPA1
P48052,CBPA2
P15088,CBPA3
Q9UI42,CBPA4
Q8WXQ8,CBPA5
Q8N4T0,CBPA6
P15086,CBPB1
Q96IY4,CBPB2
Q9UPW5,CBPC1
Q5U5Z8,CBPC2
Q8NEM8,CBPC3
Q96MI9,CBPC4
Q8NDL9,CBPC5
Q5VU57,CBPC6
O75976,CBPD
P16870,CBPE
P14384,CBPM
P15169,CBPN
Q8IVL8,CBPO
Q9Y646,CBPQ
Q66K79,CBPZ
Q92793,CBP
P16152,CBR1
O75828,CBR3
Q8N4T8,CBR4
P0DN79,CBSL
P35520,CBS
Q9BRT8,CBWD1
Q8IUF1,CBWD2
Q5JTY5,CBWD3
Q5RIA9,CBWD5
Q4V339,CBWD6
P83916,CBX1
Q14781,CBX2
Q13185,CBX3
O00257,CBX4
P45973,CBX5
O95503,CBX6
O95931,CBX7
Q9HC52,CBX8
Q9Y3M2,CBY1
A6NI87,CBY3
Q9HBI5,CC014
Q9UK00,CC018
Q8ND61,CC020
Q8N5N4,CC022
Q96M34,CC030
Q6P1S2,CC033
Q3SXR2,CC036
Q5JPI3,CC038
Q96BT1,CC049
A1A4F0,CC055
Q8N813,CC056
Q6ZUJ4,CC062
Q6ZVT6,CC067
A6NLC5,CC070
Q6ZRV3,CC074
P0CE67,CC079
F5H4A9,CC080
H3BNL1,CC084
A0A1B0GTC6,CC085
Q8IW40,CC103
Q8IYK2,CC105
Q9BWC9,CC106
Q8WV48,CC107
Q8TBZ0,CC110
Q8NEF3,CC112
Q9H0I3,CC113
Q96M63,CC114
Q96NT0,CC115
Q8IYX3,CC116
Q8IWD4,CC117
Q96HB5,CC120
Q6ZUS5,CC121
Q5T0U0,CC122
Q96CT7,CC124
Q86Z20,CC125
Q96EE4,CC126
Q96BQ5,CC127
Q6ZRS4,CC129
P13994,CC130
Q9H6E4,CC134
Q96JN2,CC136
Q6PK04,CC137
Q96M89,CC138
Q96MF4,CC140
Q6ZP82,CC141
Q17RM4,CC142
Q8IYE0,CC146
Q8NFR7,CC148
Q6ZUS6,CC149
Q9UNH5,CC14A
O60729,CC14B
A4D256,CC14C
Q8NCX0,CC150
A5D8V7,CC151
Q4G0S7,CC152
Q494R4,CC153
A6NI56,CC154
Q569K6,CC157
P0C7I6,CC159
A6NGH7,CC160
A2VCL2,CC162
A0A0D9SF12,CC163
P0CW27,CC166
Q9P0B6,CC167
Q8NDH2,CC168
A6NNP5,CC169
Q8IYT3,CC170
Q6TFL3,CC171
P0C7W6,CC172
Q0VFZ6,CC173
Q6PII3,CC174
P0C221,CC175
Q9NQR7,CC177
Q5BJE1,CC178
H3BU77,CC179
Q9P1Z9,CC180
Q5TID7,CC181
A6NF36,CC182
Q5T5S1,CC183
Q52MB2,CC184
Q8N715,CC185
Q7Z3E2,CC186
A0A096LP49,CC187
H7C350,CC188
A1A4V9,CC189
Q86UF4,CC190
Q8NCU4,CC191
P0DO97,CC192
A0A1B0GVG4,CC194
A0A1B0GUA6,CC195
A0A1B0GTZ2,CC196
Q8NCU1,CC197
Q9NVL8,CC198
Q8IWP9,CC28A
Q9BUN5,CC28B
Q8NHW4,CC4L
Q9NV96,CC50A
Q3MIR4,CC50B
A0ZSE6,CC50C
Q8N9Z2,CC71L
Q96AQ1,CC74A
Q96LY2,CC74B
Q96PX6,CC85A
Q15834,CC85B
A6NKD9,CC85C
A6NC98,CC88B
Q9GZT6,CC90B
Q8IX12,CCAR1
Q8N163,CCAR2
Q1T7F1,CCB42
Q6UXH8,CCBE1
Q8WUD4,CCD12
Q8IYE1,CCD13
Q49A88,CCD14
Q0P6D6,CCD15
Q96LX7,CCD17
Q5T9S5,CCD18
O60826,CCD22
Q8N4L8,CCD24
Q86WR0,CCD25
Q8TAB7,CCD26
Q2M243,CCD27
